accuracy,mean_response_time_ms,response_time_variance,repeat_error_rate,correction_rate,completion_time_ms,current_difficulty,previous_session_accuracy,recent_trend,label
0.7957962893885334,3318.6186274668185,0.4037670904558106,0.6056527149783745,0.1071909017165027,31093.43081599428,3,0.7680245451370875,0.20621305173927995,0
0.7514379330856781,9302.902811433261,0.947348996354534,0.3492488088458078,0.695656801093779,114771.80303703927,4,0.8263791155207856,0.8170052820019549,0
0.7579549828791108,4576.6715189279375,0.31994886235158737,0.0430790739144854,0.647059164698411,120797.50400955131,1,0.7411131002735143,-0.8247715086769305,1
0.6012566391295915,9419.261902138487,0.18332304222496076,0.32092194605245666,0.7584688946988624,20144.431798303307,4,0.8953402361727946,-0.13339299089000556,0
0.9602002890154153,9918.305144745289,0.36559284287557825,0.08150070613482739,0.07444852161513593,141392.67489191878,5,0.42366242383118424,-0.5999732723147329,0
0.5709579665930622,5503.268348058451,0.6695157076020122,0.13413689741464677,0.24130755996297537,113046.701830796,1,0.850662571816512,-0.6393205816465757,1
0.8607410143940987,3236.4180929560803,0.6973626903614653,0.4040140326725252,0.7692886897533584,77501.12540541393,4,0.5589642297213508,0.4601725506905374,1
0.6641156793587346,8012.379681439501,0.9240573153600069,0.26069923716429105,0.37061597291038617,177140.9896112033,5,0.8899230550054659,0.6529841744102443,0
0.7256660469967509,2013.451987487642,0.8817544848758092,0.21487659136865336,0.9108189568220749,11733.88998777988,1,0.556182928079277,0.8422899504737305,1
0.878709207150594,2894.44516688467,0.2883205204172755,0.33148302342517344,0.5176704089677379,102624.79372384492,2,0.7551215755611111,0.3679715451015304,1
0.925811606062598,7956.359140243181,0.4551632489675964,0.08878602213013002,0.0010271335695998252,37149.57948487445,4,0.8723197944551631,-0.8687029877423629,0
0.548064565409993,4619.636284954284,0.747268988183434,0.5164982638926686,0.6988359629245723,65986.5706002884,5,0.6168300569449249,-0.28586558164969955,0
0.7726722237419349,2414.6104013828344,0.9165372806020251,0.2263651051203548,0.5134639712630222,32644.388197155306,2,0.494799555606605,-0.1168858388732017,1
0.7717819684851042,6685.694577047082,0.3371650128568918,0.012034012789061245,0.3170943558487329,123596.46697343892,4,0.8504679236649064,-0.44822418278654186,1
0.5210928882962691,7461.237683125987,0.4444414341769959,0.31636331100296605,0.020440698403210056,78267.17087833556,1,0.5192003159552144,0.07973701484418116,0
0.8161061102831512,1688.1767747804063,0.8994782704536088,0.14140934087029616,0.19874623242529832,177670.9151144961,4,0.5490579868451445,-0.5347319622559166,2
0.564329179567133,3131.312469761874,0.3584838731584227,0.3724731537283979,0.1615939183274021,121154.00994115761,5,0.75288601940029,0.7988579662389241,1
0.6955255418595557,2602.1291760362155,0.48051298619173577,0.42018937658746586,0.5828541444201629,165946.91892581305,1,0.8390129313117133,-0.7130176229788978,0
0.7033277158030663,4108.618973243296,0.9045041412180789,0.33728627028022246,0.7695540205077395,50940.6219315878,1,0.4763762246688426,-0.14789620962292638,2
0.7204205343786013,7752.726507972612,0.8022432179898482,0.26696826993546613,0.23460641681375594,64193.290736206116,1,0.9066671162353368,-0.7503007938954762,0
0.618516567941663,7280.22697160608,0.2434309250098028,0.26537779720110677,0.6977231342275483,71655.98070994603,3,0.6466871255473923,-0.28349474595436486,0
0.8505770661072206,6793.977148645187,0.32479506541193337,0.5809508153143886,0.8998242585550063,152547.55243060875,5,0.5781040021208124,-0.030427597473346335,0
0.4987590569652909,559.7126857516164,0.3529587274593391,0.27557524299022534,0.6215860213445481,45984.880900500066,2,0.7907459128633472,0.10779686334442196,1
0.7876278197268776,1850.3614771136997,0.9127384734310597,0.2538975220696461,0.7756476259730759,170942.53226900054,1,0.781721076946939,-0.3370269610769565,1
0.6596127560792087,2621.3267164696344,0.9989337371045391,0.09271581058437238,0.20423150552022995,17408.445131914115,5,0.5299792756097238,0.6192684361517871,1
0.7400284924195182,3083.580537369071,0.7740043021554399,0.17396952720996692,0.07493852195061035,161275.86244318966,3,0.4373468683433867,0.030829938452123562,1
0.7652306850575336,1891.0521456645502,0.4843263024935066,0.3116004035570332,0.3653878012429278,86740.35930774723,3,0.4666950837098879,0.9848350883290429,1
0.5997794779361405,4397.997739001952,0.010173818067478968,0.39066428681348464,0.7090069248723642,99402.66579436894,1,0.40189498700268667,-0.75294688371547,1
0.7212828312656074,1214.2155576332461,0.6974880565979574,0.1867511926058481,0.6860985893150875,179557.56522343666,5,0.4703647050119108,-0.6329103119978496,1
0.7247142755349301,7625.210808683917,0.3893611644977847,0.5688006582182653,0.9550792411450078,157908.15665583222,3,0.45463618754229973,0.6035891447200341,0
0.6536940404098422,7983.347479312997,0.6329864702286054,0.6469439142887254,0.6299784197666168,163683.6704473259,1,0.6920188795115844,0.10853131437486696,0
0.6584309311037017,5955.533551208532,0.6066939634624288,0.09455573857669491,0.4112844609930495,109540.95108685282,4,0.7266601840924658,-0.2799531687969474,0
0.769370657555962,1352.1963318986946,0.4808320565743873,0.30305818955995395,0.7971314266529271,172578.10303348678,4,0.9633325913608826,-0.1791008428157228,1
0.49924661902968537,8955.7901106942,0.944387397726323,0.23933638255221712,0.1530679116407455,126926.92354829163,4,0.6248923978498384,0.12757595005063282,0
0.3966597145697046,9673.540372727088,0.023146345355341658,0.18599163477010383,0.8130223383483772,149285.59550899957,2,0.8710949325665274,-0.8284424614682928,0
0.6713494572212239,2422.4538230569988,0.7121324844725883,0.39876161477022787,0.3659304657650362,132558.76429739216,5,0.909613572384464,0.5302536652519723,1
0.7280095396756684,7194.078284686838,0.409839868299546,0.46707720658642427,0.1540100090222426,142755.45323986994,4,0.790874273704258,-0.10172655384081275,0
0.9509905103013654,8498.416991103615,0.7137904504916113,0.21544172571883083,0.1621406240384511,118455.06233642352,3,0.29205191089543314,-0.17497161262752936,2
0.7322851655276931,5628.5134641556715,0.6752196475396319,0.13718769707053818,0.983597495296082,133489.4647903934,2,0.8564456027702212,0.5463864896692228,1
0.5390540201753489,3571.5694455041144,0.010238002575995386,0.2204751649942002,0.6232227625406103,84109.54123018104,4,0.5392660622914205,0.13838629518370738,0
0.3919299060422733,5046.3077932633505,0.28533849517467125,0.3160240927440959,0.1742645943220812,130167.45688457169,1,0.7314702145918112,0.5083062799249809,0
0.7116978489082427,5366.5531324522935,0.18909152050378042,0.3663976431045187,0.26856253801028973,57057.793916126655,3,0.8315761262761522,0.8572721942408199,1
0.926335049171045,4306.051919786265,0.1669863529424923,0.334637236425517,0.3720797690916112,117939.93437476803,2,0.5581623230642653,0.8916746215333424,1
